     ,make ,address ,all ,3d  ,our ,over ,remove ,internet ,order ,mail ,recieve ,will ,people ,report ,addresses ,free ,buisness ,email ,you ,credit ,your ,font ,000   ,money ,hp  ,hpl ,george ,650   ,lab ,labs ,telnet ,857   ,data ,415   ,85   ,technology ,1999   ,parts ,pm  ,direct ,cs  ,meeting ,original ,project ,re  ,edu ,table ,conference ,;   ,(   ,[   ,!   ,$   ,#   ,capital_run_length_average ,capital_run_length_longest ,capital_run_length_total ,spam
1685 , 0.0 ,    0.0 ,0.0 ,0.0 ,0.0 , 0.0 ,   0.0 ,     0.0 ,  0.0 , 0.0 ,    0.0 , 0.0 ,   0.0 ,   0.0 ,      0.0 , 1.0 ,     0.0 ,  0.0 ,0.0 ,   0.0 , 0.0 , 0.0 ,  1.0 ,  0.0 ,0.0 ,0.0 ,   0.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 0.0 ,       0.0 ,   0.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,0.0 ,0.0 ,  0.0 ,       0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,                    19.26  ,                       107 ,                     886 ,   1
 983 , 0.0 ,    0.0 ,0.0 ,0.0 ,0.0 , 0.0 ,   0.0 ,     0.0 ,  0.0 , 0.0 ,    0.0 , 0.0 ,   0.0 ,   0.0 ,      0.0 , 0.0 ,     0.0 ,  0.0 ,1.0 ,   1.0 , 0.0 , 0.0 ,  0.0 ,  0.0 ,0.0 ,0.0 ,   0.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 0.0 ,       0.0 ,   0.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,0.0 ,0.0 ,  0.0 ,       0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,                    11.066 ,                        67 ,                     332 ,   1
 620 , 0.0 ,    0.0 ,0.0 ,0.0 ,0.0 , 0.0 ,   0.0 ,     0.0 ,  0.0 , 0.0 ,    0.0 , 0.0 ,   0.0 ,   0.0 ,      0.0 , 0.0 ,     0.0 ,  0.0 ,0.0 ,   0.0 , 0.0 , 0.0 ,  1.0 ,  0.0 ,0.0 ,0.0 ,   0.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 0.0 ,       0.0 ,   0.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,0.0 ,0.0 ,  0.0 ,       0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,                     7.054 ,                        37 ,                     261 ,   1
 927 , 0.0 ,    0.0 ,0.0 ,0.0 ,0.0 , 0.0 ,   1.0 ,     0.0 ,  0.0 , 0.0 ,    0.0 , 0.0 ,   0.0 ,   0.0 ,      0.0 , 0.0 ,     0.0 ,  0.0 ,0.0 ,   0.0 , 0.0 , 0.0 ,  0.0 ,  0.0 ,0.0 ,0.0 ,   0.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 0.0 ,       0.0 ,   0.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,0.0 ,0.0 ,  0.0 ,       0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,                     7.983 ,                        72 ,                     495 ,   1
 701 , 0.0 ,    0.0 ,0.0 ,0.0 ,0.0 , 0.0 ,   0.0 ,     0.0 ,  0.0 , 0.0 ,    0.0 , 0.0 ,   0.0 ,   0.0 ,      0.0 , 0.0 ,     0.0 ,  0.0 ,0.0 ,   0.0 , 0.0 , 0.0 ,  0.0 ,  0.0 ,0.0 ,0.0 ,   0.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 0.0 ,       0.0 ,   0.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,0.0 ,0.0 ,  0.0 ,       0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,                    17.481 ,                        49 ,                     472 ,   1
 459 , 0.0 ,    0.0 ,0.0 ,0.0 ,0.0 , 0.0 ,   0.0 ,     0.0 ,  0.0 , 0.0 ,    0.0 , 0.0 ,   0.0 ,   0.0 ,      0.0 , 0.0 ,     0.0 ,  0.0 ,0.0 ,   0.0 , 0.0 , 0.0 ,  0.0 ,  0.0 ,0.0 ,0.0 ,   0.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 0.0 ,       0.0 ,   0.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,0.0 ,0.0 ,  0.0 ,       0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,                     8.517 ,                        72 ,                     477 ,   1
1096 , 0.0 ,    0.0 ,0.0 ,0.0 ,0.0 , 0.0 ,   0.0 ,     0.0 ,  0.0 , 0.0 ,    0.0 , 0.0 ,   0.0 ,   0.0 ,      0.0 , 0.0 ,     0.0 ,  0.0 ,0.0 ,   0.0 , 0.0 , 0.0 ,  0.0 ,  0.0 ,0.0 ,0.0 ,   0.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 0.0 ,       0.0 ,   0.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,0.0 ,0.0 ,  0.0 ,       0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,                     7.857 ,                        45 ,                     440 ,   1
 923 , 0.0 ,    0.0 ,0.0 ,0.0 ,0.0 , 0.0 ,   0.0 ,     0.0 ,  0.0 , 0.0 ,    0.0 , 0.0 ,   0.0 ,   0.0 ,      1.0 , 0.0 ,     0.0 ,  0.0 ,0.0 ,   0.0 , 0.0 , 0.0 ,  0.0 ,  0.0 ,0.0 ,0.0 ,   0.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 0.0 ,       0.0 ,   0.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,0.0 ,0.0 ,  0.0 ,       0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,                    10.578 ,                       108 ,                     603 ,   1
1401 , 0.0 ,    0.0 ,0.0 ,0.0 ,0.0 , 0.0 ,   1.0 ,     0.0 ,  0.0 , 0.0 ,    0.0 , 0.0 ,   0.0 ,   0.0 ,      0.0 , 0.0 ,     0.0 ,  0.0 ,0.0 ,   0.0 , 0.0 , 0.0 ,  0.0 ,  0.0 ,0.0 ,0.0 ,   0.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 0.0 ,       0.0 ,   0.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,0.0 ,0.0 ,  0.0 ,       0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,                    13.82  ,                       104 ,                    1078 ,   1
 743 , 0.0 ,    0.0 ,0.0 ,0.0 ,0.0 , 1.0 ,   0.0 ,     0.0 ,  0.0 , 0.0 ,    0.0 , 0.0 ,   0.0 ,   0.0 ,      0.0 , 0.0 ,     0.0 ,  0.0 ,0.0 ,   0.0 , 0.0 , 0.0 ,  0.0 ,  0.0 ,0.0 ,0.0 ,   0.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 0.0 ,       0.0 ,   0.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,0.0 ,0.0 ,  0.0 ,       0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,                     9.269 ,                        89 ,                     482 ,   1
 446 , 0.0 ,    0.0 ,0.0 ,0.0 ,0.0 , 0.0 ,   0.0 ,     0.0 ,  0.0 , 0.0 ,    0.0 , 0.0 ,   0.0 ,   0.0 ,      0.0 , 0.0 ,     0.0 ,  0.0 ,0.0 ,   0.0 , 0.0 , 0.0 ,  0.0 ,  0.0 ,1.0 ,0.0 ,   1.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 0.0 ,       0.0 ,   0.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,0.0 ,0.0 ,  0.0 ,       0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,                    13.82  ,                       104 ,                    1078 ,   1
 493 , 0.0 ,    0.0 ,0.0 ,0.0 ,0.0 , 0.0 ,   0.0 ,     0.0 ,  0.0 , 0.0 ,    0.0 , 0.0 ,   0.0 ,   0.0 ,      0.0 , 0.0 ,     0.0 ,  0.0 ,0.0 ,   0.0 , 0.0 , 0.0 ,  0.0 ,  0.0 ,0.0 ,0.0 ,   0.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 0.0 ,       0.0 ,   0.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,0.0 ,0.0 ,  0.0 ,       0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,                     8.033 ,                        72 ,                     474 ,   1
 458 , 0.0 ,    0.0 ,0.0 ,0.0 ,0.0 , 1.0 ,   0.0 ,     0.0 ,  0.0 , 0.0 ,    0.0 , 0.0 ,   0.0 ,   0.0 ,      0.0 , 0.0 ,     0.0 ,  0.0 ,0.0 ,   0.0 , 0.0 , 0.0 ,  0.0 ,  0.0 ,0.0 ,0.0 ,   0.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 0.0 ,       0.0 ,   0.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,0.0 ,0.0 ,  0.0 ,       0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,                     7.951 ,                        74 ,                     493 ,   1
1570 , 0.0 ,    0.0 ,1.0 ,0.0 ,1.0 , 0.0 ,   0.0 ,     0.0 ,  0.0 , 0.0 ,    0.0 , 0.0 ,   0.0 ,   0.0 ,      0.0 , 1.0 ,     0.0 ,  0.0 ,0.0 ,   0.0 , 1.0 , 0.0 ,  1.0 ,  0.0 ,0.0 ,0.0 ,   0.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 0.0 ,       0.0 ,   0.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,1.0 ,0.0 ,  0.0 ,       0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,                    82.25  ,                       295 ,                     329 ,   1
 978 , 0.0 ,    0.0 ,1.0 ,0.0 ,0.0 , 1.0 ,   0.0 ,     0.0 ,  0.0 , 0.0 ,    0.0 , 0.0 ,   0.0 ,   0.0 ,      0.0 , 0.0 ,     0.0 ,  0.0 ,0.0 ,   0.0 , 0.0 , 0.0 ,  1.0 ,  0.0 ,0.0 ,0.0 ,   0.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 0.0 ,       0.0 ,   0.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,0.0 ,0.0 ,  0.0 ,       0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,                     9.052 ,                        58 ,                     869 ,   1
